School_ID,Name_of_School,"Elementary,_Middle,_or_High_School",Safety_Score,Average_Student_Attendance,ISAT_Exceeding_Reading_Percent,Community_Area_Name,Community_Area_Number,Latitude,Longitude,Ward,Crime_Count
610298,Lenart Elementary Regional Gifted Center,ES,79.0,97.4%,86.4,CHATHAM,44,41.74715024,-87.62800231,21,10434
610369,Mahalia Jackson Elementary School,ES,38.0,92.5%,9.2,AUBURN GRESHAM,71,41.73409818,-87.64675679,21,10434
610362,Medgar Evers Elementary School,ES,27.0,94.9%,14.8,WASHINGTON HEIGHTS,73,41.7156643,-87.63926881,21,10434
610300,Oliver S Westcott Elementary School,ES,30.0,92.6%,6.0,CHATHAM,44,41.74884018,-87.63478949,21,10434
610003,Paul Cuffe Math-Science Technology Academy Elementary School,ES,51.0,93.6%,15.6,AUBURN GRESHAM,71,41.74244489,-87.65366994,21,10434
610027,Rudyard Kipling Elementary School,ES,52.0,94.7%,21.2,WASHINGTON HEIGHTS,73,41.72365391,-87.63948475,21,10434
609895,Turner-Drew Elementary Language Academy,ES,56.0,95.8%,23.2,ROSELAND,49,41.72560849,-87.6302048,21,10434
609955,Walter Q Gresham Elementary School,ES,25.0,95.5%,7.4,AUBURN GRESHAM,71,41.73891334,-87.64506169,21,10434
610032,Wendell E Green Elementary School,ES,32.0,93.9%,15.7,WASHINGTON HEIGHTS,73,41.71931953,-87.65248591,21,10434
610153,William H Ryder Math & Science Specialty Elementary School,ES,34.0,93.0%,5.6,AUBURN GRESHAM,71,41.73536767,-87.63887904,21,10434
609986,Charles R Henderson Elementary School,ES,16.0,89.2%,2.6,WEST ENGLEWOOD,67,41.79061716,-87.67192466,15,10934
609897,Charles W Earle Elementary School,ES,24.0,93.8%,5.6,WEST ENGLEWOOD,67,41.78230211,-87.66777712,15,10934
610347,Claremont Academy Elementary School,ES,36.0,92.5%,8.1,CHICAGO LAWN,66,41.77753754,-87.68108634,15,10934
610077,Donald Morrill Math & Science Elementary School,ES,28.0,93.4%,5.7,CHICAGO LAWN,66,41.78428993,-87.68851192,15,10934
609913,Elaine O Goodlow Elementary Magnet School,ES,44.0,91.6%,8.6,WEST ENGLEWOOD,67,41.78125258,-87.67555599,15,10934
610057,Fairfield Elementary Academy,ES,31.0,93.4%,4.3,CHICAGO LAWN,66,41.78086789,-87.69207758,15,10934
609898,John F Eberhart Elementary School,ES,42.0,95.3%,9.6,CHICAGO LAWN,66,41.7744471,-87.70800189,15,10934
610108,Luke O'Toole Elementary School,ES,5.0,89.2%,4.6,WEST ENGLEWOOD,67,41.77418952,-87.67513395,15,10934
610053,Marquette Elementary School,ES,15.0,93.1%,4.6,CHICAGO LAWN,66,41.77390682,-87.6970673,15,10934
610391,Robert Lindblom Math & Science Academy High School,HS,66.0,92.7%,37.6,WEST ENGLEWOOD,67,41.7820428,-87.67169858,15,10934
610521,Sir Miles Davis Magnet Elementary Academy,ES,35.0,93.0%,3.2,WEST ENGLEWOOD,67,41.77122181,-87.66656657,15,10934
610248,Chicago Academy Elementary School,ES,66.0,96.3%,30.3,DUNNING,17,41.94215439,-87.77650575,38,3825
609798,Hiram H Belding Elementary School,ES,64.0,95.0%,21.4,IRVING PARK,16,41.95890499,-87.73398223,38,3825
609810,Norman A Bridge Elementary School,ES,67.0,95.6%,18.9,DUNNING,17,41.94915063,-87.79870722,38,3825
610201,Ole A Thorp Elementary Scholastic Academy,ES,70.0,96.4%,38.7,DUNNING,17,41.94859865,-87.77764028,38,3825
610145,Peter A Reinberg Elementary School,ES,60.0,95.8%,14.7,PORTAGE PARK,15,41.94300407,-87.76894541,38,3825
610135,Portage Park Elementary School,ES,62.0,94.2%,21.1,PORTAGE PARK,15,41.9570151,-87.76100593,38,3825
610179,Washington D Smyser Elementary School,ES,55.0,95.5%,27.5,PORTAGE PARK,15,41.95889037,-87.78201198,38,3825
609949,William P Gray Elementary School,ES,57.0,95.6%,19.4,PORTAGE PARK,15,41.94878107,-87.75715297,38,3825
609899,Christian Ebinger Elementary School,ES,78.0,95.9%,40.2,EDISON PARK,9,42.00443557,-87.81116435,41,3598
609901,Edgebrook Elementary School,ES,99.0,96.9%,56.8,FOREST GLEN,12,41.99946016,-87.7618211,41,3598
610523,Edison Park Elementary School,ES,95.0,96.1%,32.6,NORWOOD PARK,10,41.99422812,-87.81380814,41,3598
609874,Everett McKinley Dirksen Elementary School,ES,44.0,95.9%,25.5,OHARE,76,41.97368728,-87.84105162,41,3598
609937,John W Garvy Elementary School,ES,60.0,95.3%,33.5,NORWOOD PARK,10,41.97635262,-87.79619832,41,3598
610099,Norwood Park Elementary School,ES,99.0,95.5%,39.0,NORWOOD PARK,10,41.98818136,-87.80299207,41,3598
610105,Oriole Park Elementary School,ES,99.0,96.5%,54.7,NORWOOD PARK,10,41.97851501,-87.81209057,41,3598
610230,Wildwood Elementary School,ES,99.0,96.2%,33.2,FOREST GLEN,12,42.00747007,-87.77837089,41,3598
609734,William Howard Taft High School,HS,61.0,89.1%,50.6,NORWOOD PARK,10,41.98298852,-87.7915383,41,3598
610104,William J Onahan Elementary School,ES,64.0,95.7%,29.6,NORWOOD PARK,10,41.99381787,-87.79308113,41,3598
610170,Columbia Explorers Elementary Academy,ES,59.0,95.4%,13.8,BRIGHTON PARK,58,41.81105689,-87.70423481,14,5384
610096,Florence Nightingale Elementary School,ES,35.0,95.6%,8.2,GAGE PARK,63,41.79774019,-87.68917624,14,5384
609958,Frank W Gunsaulus Elementary Scholastic Academy,ES,46.0,96.6%,18.1,BRIGHTON PARK,58,41.81299531,-87.69940042,14,5384
610532,Irene C. Hernandez Middle School for the Advancement of Science,MS,34.0,95.5%,9.2,GAGE PARK,63,41.79350627,-87.71139803,14,5384
609876,Nathan S Davis Elementary School,ES,43.0,95.1%,9.2,BRIGHTON PARK,58,41.8218786,-87.70022859,14,5384
609903,Richard Edwards Elementary School,ES,48.0,95.3%,11.4,ARCHER HEIGHTS,57,41.80552325,-87.72581893,14,5384
610157,Sidney Sawyer Elementary School,ES,57.0,96.8%,12.7,GAGE PARK,63,41.79752155,-87.70504311,14,5384
610249,Talman Elementary School,ES,99.0,96.2%,16.5,GAGE PARK,63,41.79407382,-87.6902983,14,5384
610004,Countee Cullen Elementary School,ES,14.0,94.1%,8.1,ROSELAND,49,41.70036107,-87.61128176,9,8993
610132,Edgar Allan Poe Elementary Classical School,ES,99.0,97.6%,79.6,PULLMAN,50,41.70261965,-87.60645552,9,8993
609800,Frank I Bennett Elementary School,ES,46.0,92.5%,8.4,ROSELAND,49,41.71041656,-87.61735342,9,8993
610139,George M Pullman Elementary School,ES,59.0,93.5%,17.8,PULLMAN,50,41.68879566,-87.60939383,9,8993
609845,George Washington Carver Primary School,ES,25.0,90.9%,8.0,RIVERDALE,54,41.65367428,-87.59952683,9,8993
609900,George W Curtis Elementary School,ES,23.0,93.8%,3.8,ROSELAND,49,41.68544575,-87.62166148,9,8993
609848,Ira F Aldridge Elementary School,ES,39.0,92.9%,7.2,RIVERDALE,54,41.65743243,-87.60649623,9,8993
610091,Ronald Brown Elementary Community Academy,ES,31.0,93.8%,12.5,WEST PULLMAN,53,41.66484509,-87.63892027,9,8993
609943,Samuel Gompers Fine Arts Options Elementary School,ES,34.0,93.6%,8.5,WEST PULLMAN,53,41.67058298,-87.62258098,9,8993
610364,William E B Dubois Elementary School,ES,47.0,93.3%,5.0,RIVERDALE,54,41.65376037,-87.61434156,9,8993
609804,Daniel Boone Elementary School,ES,52.0,95.5%,17.6,WEST RIDGE,2,42.00343519,-87.69750011,50,3595
609859,DeWitt Clinton Elementary School,ES,47.0,95.3%,21.8,WEST RIDGE,2,41.99256421,-87.69839748,50,3595
609779,George Armstrong International Studies Elementary School,ES,59.0,96.3%,19.5,WEST RIDGE,2,42.01017628,-87.68446868,50,3595
610147,Philip Rogers Elementary School,ES,81.0,96.4%,28.3,WEST RIDGE,2,42.01526618,-87.69714858,50,3595
609880,Stephen Decatur Classical Elementary School,ES,99.0,96.2%,93.6,WEST RIDGE,2,42.00930696,-87.70465502,50,3595
610191,Stone Elementary Scholastic Academy,ES,78.0,96.4%,44.7,WEST RIDGE,2,41.99536777,-87.68475636,50,3595
610542,West Ridge Elementary School,ES,67.0,94.9%,13.0,WEST RIDGE,2,42.00299575,-87.70595357,50,3595
609870,Daniel J Corkery Elementary School,ES,39.0,94.7%,8.2,SOUTH LAWNDALE,30,41.84559878,-87.73122946,22,4238
610227,Eli Whitney Elementary School,ES,44.0,95.8%,9.4,SOUTH LAWNDALE,30,41.84006197,-87.7255084,22,4238
609973,Emiliano Zapata Elementary Academy,ES,60.0,96.6%,13.7,SOUTH LAWNDALE,30,41.84139181,-87.73434997,22,4238
610215,Francisco I Madero Middle School,MS,49.0,95.1%,4.9,SOUTH LAWNDALE,30,41.84098398,-87.70508585,22,4238
610273,Ignance Paderewski Elementary Learning Academy,ES,31.0,92.1%,2.0,SOUTH LAWNDALE,30,41.85094816,-87.71726618,22,4238
609938,Joseph E Gary Elementary School,ES,32.0,96.1%,7.6,SOUTH LAWNDALE,30,41.83709246,-87.71870452,22,4238
609834,Little Village Elementary School,ES,45.0,96.7%,11.4,SOUTH LAWNDALE,30,41.84368588,-87.71735516,22,4238
609826,Rosario Castellanos Elementary School,ES,36.0,96.3%,6.2,SOUTH LAWNDALE,30,41.84544296,-87.71496352,22,4238
610012,Edward Jenner Elementary Academy of the Arts,ES,50.0,88.9%,1.3,NEAR NORTH SIDE,8,41.90205805,-87.64101894,27,11588
610119,Elizabeth Peabody Elementary School,ES,51.0,95.2%,5.9,WEST TOWN,24,41.89986912,-87.66419014,27,11588
610048,George Manierre Elementary School,ES,43.0,91.0%,4.7,NEAR NORTH SIDE,8,41.90825367,-87.63986347,27,11588
609797,Jacob Beidler Elementary School,ES,63.0,95.4%,5.1,EAST GARFIELD PARK,27,41.88529401,-87.70581859,27,11588
610107,James Otis Elementary School,ES,83.0,95.5%,11.1,WEST TOWN,24,41.89179703,-87.66538928,27,11588
610177,Mark Skinner Elementary School,ES,87.0,97.1%,73.0,NEAR WEST SIDE,28,41.87913069,-87.65937102,27,11588
610154,Martin A Ryerson Elementary School,ES,40.0,95.5%,17.1,HUMBOLDT PARK,23,41.89321142,-87.71883334,27,11588
610257,Morton School of Excellence,ES,53.0,93.6%,8.4,HUMBOLDT PARK,23,41.88928666,-87.7049885,27,11588
610085,Near North Elementary School,ES,50.0,80.2%,0.0,WEST TOWN,24,41.89551132,-87.66123981,27,11588
610529,Ogden International High School,HS,56.0,94.2%,38.9,WEST TOWN,24,41.8935757,-87.65936676,27,11588
609812,William H Brown Elementary School,ES,36.0,92.8%,3.2,NEAR WEST SIDE,28,41.88298698,-87.67071879,27,11588
609904,Edward K Ellington Elementary School,ES,30.0,93.3%,8.0,AUSTIN,25,41.885506,-87.76655157,29,8924
610235,Ella Flagg Young Elementary School,ES,31.0,94.3%,8.0,AUSTIN,25,41.90678358,-87.76717934,29,8924
610020,Francis Scott Key Elementary School,ES,37.0,91.9%,5.9,AUSTIN,25,41.88983589,-87.76633519,29,8924
609795,George Rogers Clark Elementary School,ES,39.0,93.9%,15.3,AUSTIN,25,41.8678323,-87.77038158,29,8924
610058,Horatio May Elementary Community Academy,ES,42.0,91.9%,5.6,AUSTIN,25,41.87358321,-87.74931216,29,8924
610043,Joseph Lovett Elementary School,ES,43.0,95.4%,8.3,AUSTIN,25,41.91269042,-87.78393402,29,8924
610156,Louis Armstrong Math & Science Elementary School,ES,42.0,92.6%,7.8,AUSTIN,25,41.87378243,-87.75920297,29,8924
609818,Luther Burbank Elementary School,ES,37.0,95.2%,11.3,BELMONT CRAGIN,19,41.91759334,-87.78266267,29,8924
610046,Mary Lyon Elementary School,ES,55.0,95.9%,23.7,BELMONT CRAGIN,19,41.93417898,-87.77713699,29,8924
609830,Milton Brunson Math & Science Specialty Elementary School ,ES,30.0,91.3%,5.4,AUSTIN,25,41.89767761,-87.76564297,29,8924
610367,Oscar DePriest Elementary School,ES,35.0,92.7%,9.8,AUSTIN,25,41.87799914,-87.7662615,29,8924
609906,Robert Emmet Elementary School,ES,37.0,89.8%,13.3,AUSTIN,25,41.88037642,-87.76327497,29,8924
610137,Ernst Prussing Elementary School,ES,71.0,95.4%,24.5,PORTAGE PARK,15,41.96561054,-87.77245066,45,3423
609912,James B Farnsworth Elementary School,ES,55.0,94.2%,25.6,JEFFERSON PARK,11,41.9798092,-87.76610809,45,3423
609796,Jean Baptiste Beaubien Elementary School,ES,63.0,95.7%,41.8,JEFFERSON PARK,11,41.97237914,-87.75752776,45,3423
609995,Rufus M Hitch Elementary School,ES,64.0,95.1%,24.7,NORWOOD PARK,10,41.98367756,-87.77908614,45,3423
609918,Eugene Field Elementary School,ES,42.0,96.8%,7.9,ROGERS PARK,1,42.00966462,-87.66994862,49,4750
609865,Jordan Elementary Community School,ES,61.0,95.6%,7.1,ROGERS PARK,1,42.01709536,-87.67779928,49,4750
609933,Stephen F Gale Elementary Community Academy,ES,39.0,92.1%,6.9,ROGERS PARK,1,42.02106425,-87.67196481,49,4750
610144,Frank W Reilly Elementary School,ES,48.0,97.0%,9.8,AVONDALE,21,41.94112155,-87.71953058,35,4604
610074,James Monroe Elementary School,ES,45.0,95.1%,11.6,LOGAN SQUARE,22,41.92996135,-87.71921246,35,4604
610089,John B Murphy Elementary School,ES,80.0,95.6%,20.7,IRVING PARK,16,41.95005034,-87.71682949,35,4604
610325,Logandale Middle School,MS,56.0,95.1%,7.8,AVONDALE,21,41.9339976,-87.70804359,35,4604
609809,Lorenz Brentano Math & Science Academy Elementary School,ES,57.0,94.7%,8.2,LOGAN SQUARE,22,41.93097047,-87.69625758,35,4604
610234,Richard Yates Elementary School,ES,42.0,93.7%,5.4,LOGAN SQUARE,22,41.91502858,-87.70024324,35,4604
610088,Wolfgang A Mozart Elementary School,ES,41.0,95.2%,11.0,LOGAN SQUARE,22,41.92092734,-87.72192541,35,4604
610009,Galileo Math & Science Scholastic Academy Elementary School,ES,65.0,95.0%,22.3,NEAR WEST SIDE,28,41.87124634,-87.65340205,25,4771
610125,Irma C Ruiz Elementary School,ES,57.0,95.5%,12.8,LOWER WEST SIDE,31,41.84809742,-87.68078114,25,4771
610216,John A Walsh Elementary School,ES,60.0,95.1%,12.5,LOWER WEST SIDE,31,41.85484214,-87.64804964,25,4771
609959,John Charles Haines Elementary School,ES,32.0,98.4%,25.7,ARMOUR SQUARE,34,41.84993116,-87.63378596,25,4771
610228,John Greenleaf Whittier Elementary School,ES,65.0,94.9%,3.9,LOWER WEST SIDE,31,41.85050786,-87.67342126,25,4771
610015,Joseph Jungman Elementary School,ES,36.0,96.4%,6.6,LOWER WEST SIDE,31,41.85810053,-87.65233933,25,4771
610129,Josiah Pickard Elementary School,ES,50.0,95.8%,11.0,LOWER WEST SIDE,31,41.85287295,-87.6833397,25,4771
609872,Manuel Perez Elementary School,ES,45.0,95.9%,8.7,LOWER WEST SIDE,31,41.85600113,-87.6579887,25,4771
610329,Orozco Fine Arts & Sciences Elementary School,ES,55.0,97.6%,17.4,LOWER WEST SIDE,31,41.85778248,-87.67519253,25,4771
610013,Pilsen Elementary Community Academy,ES,43.0,96.0%,12.8,LOWER WEST SIDE,31,41.85887606,-87.6622254,25,4771
610121,Washington Irving Elementary School,ES,43.0,95.6%,20.9,NEAR WEST SIDE,28,41.87161238,-87.68357939,25,4771
609967,William F Finkl Elementary School,ES,56.0,95.2%,9.6,LOWER WEST SIDE,31,41.84919885,-87.68570412,25,4771
610196,George B Swift Elementary Specialty School,ES,61.0,96.3%,16.2,EDGEWATER,77,41.98915734,-87.65833342,48,3392
610122,Helen Peirce International Studies Elementary School,ES,58.0,96.7%,20.5,EDGEWATER,77,41.98342819,-87.66586537,48,3392
610269,John T McCutcheon Elementary School,ES,56.0,94.0%,10.8,UPTOWN,3,41.97095968,-87.65472193,48,3392
609945,William C Goudy Elementary School,ES,70.0,96.1%,23.6,UPTOWN,3,41.97581137,-87.65794915,48,3392
610187,Graeme Stewart Elementary School,ES,49.0,95.2%,9.7,UPTOWN,3,41.96434608,-87.65605252,46,4453
609850,Horace Greeley Elementary School,ES,65.0,95.9%,16.3,LAKE VIEW,6,41.95283701,-87.65097549,46,4453
610242,Joseph Brennemann Elementary School,ES,50.0,96.5%,10.9,UPTOWN,3,41.95997841,-87.64971223,46,4453
610189,Joseph Stockton Elementary School,ES,37.0,94.9%,12.4,UPTOWN,3,41.9623189,-87.66388983,46,4453
610394,Uplift Community High School,HS,50.0,88.7%,2.3,UPTOWN,3,41.96557412,-87.65252191,46,4453
609974,Hawthorne Elementary Scholastic Academy,ES,92.0,96.9%,66.0,LAKE VIEW,6,41.94228994,-87.65767253,44,5211
610078,Inter-American Elementary Magnet School,ES,67.0,96.2%,21.3,LAKE VIEW,6,41.94897646,-87.65153745,44,5211
609803,James G Blaine Elementary School,ES,99.0,96.4%,50.1,LAKE VIEW,6,41.95080812,-87.66495825,44,5211
609773,Louis A Agassiz Elementary School,ES,53.0,95.2%,27.5,LAKE VIEW,6,41.93412004,-87.65619167,44,5211
610094,Louis Nettelhorst Elementary School,ES,58.0,95.5%,42.4,LAKE VIEW,6,41.94162999,-87.64459776,44,5211
609789,John Barry Elementary School,ES,35.0,95.1%,12.4,HERMOSA,20,41.93251118,-87.73942514,31,4971
609910,Laughlin Falconer Elementary School,ES,54.0,96.1%,14.2,BELMONT CRAGIN,19,41.93577597,-87.74936705,31,4971
609893,John C Dore Elementary School,ES,74.0,95.6%,25.3,CLEARING,64,41.78092716,-87.78764009,23,4222
610026,John H Kinzie Elementary School,ES,64.0,95.4%,19.7,GARFIELD RIDGE,56,41.78970398,-87.7791043,23,4222
610206,Mark Twain Elementary School,ES,67.0,96.3%,19.8,GARFIELD RIDGE,56,41.79905206,-87.75896524,23,4222
609832,Michael M Byrne Elementary School,ES,63.0,94.6%,24.8,GARFIELD RIDGE,56,41.79503029,-87.79150778,23,4222
609960,Nathan Hale Elementary School,ES,55.0,94.5%,15.6,CLEARING,64,41.78020486,-87.77661589,23,4222
609981,Phobe Apperson Hearst Elementary School,ES,33.0,92.1%,6.7,GARFIELD RIDGE,56,41.80818821,-87.74576315,23,4222
609817,Lyman A Budlong Elementary School,ES,59.0,95.4%,23.7,LINCOLN SQUARE,4,41.97572652,-87.69660443,40,3406
610205,Lyman Trumbull Elementary School,ES,56.0,94.3%,13.5,EDGEWATER,77,41.97621644,-87.6697616,40,3406
610127,Mary Gage Peterson Elementary School,ES,62.0,95.5%,27.5,NORTH PARK,13,41.98158041,-87.71261988,40,3406
610011,Minnie Mars Jamieson Elementary School,ES,64.0,95.7%,23.7,WEST RIDGE,2,41.98461372,-87.70056525,40,3406
609976,Stephen K Hayt Elementary School,ES,72.0,95.6%,23.2,EDGEWATER,77,41.99456814,-87.6685227,40,3406
